,Unnamed: 0,filename,description,author,text
371,371,135183715.jpg,Дорожка,Исаак Ильич Левитан,рисунок грунтовой дороги на поле с деревьями на заднем фоне
372,372,322528076.jpg,Дуб на берегу реки. 1887,Исаак Ильич Левитан,рисунок дерева на холме рядом с водоемом.
373,373,213873291.jpg,Закат. Опушка леса. 1900,Исаак Ильич Левитан,рисунок пейзажа с деревьями и небом на заднем плане
374,374,288113403.jpg,На вершинах Яйлы. 1886,Исаак Ильич Левитан,рисунок горы с водоемом на переднем плане
375,375,650744628.jpg,На Волге. К вечеру. 1888,Исаак Ильич Левитан,"рисунок группы лодок, плавающих на вершине водоема"
376,376,364825439.jpg,Осенний лес. 1886,Исаак Ильич Левитан,рисунок пути в лесу с деревьями и листьями
377,377,332498168.jpg,Осенний пейзаж. Деревня,Исаак Ильич Левитан,рисунок ландшафта с рекой и жилыми домами вдалеке
378,378,700485229.jpg,Осень1. 1885,Исаак Ильич Левитан,путь с деревьями и водоемом
379,379,238784790.jpg,Осень2. 1885,Исаак Ильич Левитан,черно-белое фото грунтовой дороги с деревьями
380,380,428518676.jpg,Останкино. Начало 1880-х,Исаак Ильич Левитан,"рисунок группы людей, стоящих на грунтовой дороге"
381,381,597680664.jpg,Пейзаж. 1892,Исаак Ильич Левитан,Там есть картина скамейки посреди поля.
382,382,573757934.jpg,Пейзаж. Дали. 1880-е,Исаак Ильич Левитан,рисунок поля с одинокой лошадью на расстоянии
383,383,866900634.jpg,Перед грозой. 1879,Исаак Ильич Левитан,"рисунок женщины, идущей по грунтовой дороге мимо фермы"
384,384,587655639.jpg,Половодье2. 1885,Исаак Ильич Левитан,рисунок лодочного сарая на реке с лодкой в воде
385,385,901342773.jpg,Полотно железной дороги. 1898-1899,Исаак Ильич Левитан,"рисунок железнодорожного пути с поездом, выходящим из туннеля"
386,386,748385620.jpg,Поля2. 1899,Исаак Ильич Левитан,рисунок ландшафта с грунтовой дорогой и несколькими деревьями
387,387,541265869.jpg,Портрет С. П. Кувшинниковой. 1894,Исаак Ильич Левитан,рисунок женщины в черном платье с красным фоном
388,388,119473266.jpg,Последние лучи. Озеро. 1898-1899,Исаак Ильич Левитан,рисунок водяного тела с лодкой на расстоянии
389,389,807601928.jpg,Снопы2,Исаак Ильич Левитан,"Картина группы людей, ходящих в поле с облаками в небе"
390,390,843884277.jpg,Срубленный лес. Поленница. 1898,Исаак Ильич Левитан,рисунок жирафа в поле с деревьями и облаками
391,391,205001831.jpg,Тихая обитель4. 1890,Исаак Ильич Левитан,рисунок реки с церковью на расстоянии и мостом на переднем плане
392,392,219229125.jpg,У церковной стены. 1885,Исаак Ильич Левитан,рисунок белого дома с синим зонтиком в поле
393,393,772720336.jpg,Запорожцы пишут письмо турецкому султану,Илья Ефимович Репин,"рисунок группы людей, сидящих за столом с ребёнком"
394,394,935372924.jpg,Иван Грозный и сын его Иван 16 ноября 1581 года,Илья Ефимович Репин,Женщина сносит картину мужчины.
395,395,540606689.jpg,Натурщица,Илья Ефимович Репин,на картине обнаженной женщины с лодкой на красном ковре.
396,396,784091186.jpg,Бурлаки на Волге,Илья Ефимович Репин,"рисунок группы людей, стоящих на пляже рядом с лодкой"
397,397,648904418.jpg,Не ждали,Илья Ефимович Репин,рисунок семейного собрания в комнате с собакой
398,398,641543579.jpg,Стрекоза ,Илья Ефимович Репин,"рисунок молодой девушки, сидящей на рельсах забора"
399,399,399569702.jpg,Натурщица,Илья Ефимович Репин,Картина обнаженной женщины с котом и шляпой
400,400,425442504.jpg,Обнажённая натурщица ,Илья Ефимович Репин,Картина обнаженной женщины в черном платье
401,401,630145263.jpg,Летний пейзаж ,Илья Ефимович Репин,"рисунок женщины в белом платье, стоящем на мосту"
402,402,471008300.jpg,Запорожцы пишут письмо турецкому султану,Илья Ефимович Репин,"рисунок группы мужчин, стоящих за столом с мужчиной, пишущим"
403,403,283773803.jpg,На меже. В.А.Репина с детьми идёт по меже,Илья Ефимович Репин,"рисунок женщины и двоих детей, ходящих в поле"
404,404,549588012.jpg,Царевна Софья Алексеевна через год после заключения ее в Новодевичьем монастырево время казни стрельцов и пытки всей ее прислуги в году,Илья Ефимович Репин,"рисунок женщины в белом платье, сидящей на стуле"
405,405,509927368.jpg,Николай Мирликийский избавляет от смерти трёх невинно осуждённых,Илья Ефимович Репин,с мечом и цепью вокруг шеи.
406,406,831222534.jpg,Пахарь. Л. Н. Толстой на пашне,Илья Ефимович Репин,"рисунок человека, пахнущего поля двумя лошадьми"
407,407,93888.jpg,Дуэль,Илья Ефимович Репин,"рисунок группы людей, ходящих по снегу рядом с водоемом"
408,408,368093872.jpg,Портрет композитора Модеста Петровича Мусоргского ,Илья Ефимович Репин,рисунок человека с бородой и красным шарфом
409,409,323434448.jpg,Портрет писателя Л.Н.Толстого,Илья Ефимович Репин,"с длинной бородой, сидящей в кресле и читающей книгу"
410,410,833474731.jpg,Какой простор!,Илья Ефимович Репин,"Картина двух людей, гуляющих по пляжу с собакой"
411,411,285092163.jpg,Крёстный ход в Курской губернии,Илья Ефимович Репин,"Арафельная картина толпы людей, собравшихся вокруг статуи"
412,412,982312011.jpg,Отдых. Портрет В.А.Репинойжены художника,Илья Ефимович Репин,"рисунок женщины, сидящей в кресле с закрытыми глазами"
413,413,469168090.jpg,Тайная вечеря,Илья Ефимович Репин,"Картина группы людей, сидящих за столом со свечами"
414,414,730450439.jpg,Самосожжение Гоголя,Илья Ефимович Репин,"рисунок женщины, сидящей в кресле и читающей книгу"
415,415,493365478.jpg,Луная ночь. Здравнево,Илья Ефимович Репин,картину женщины и ее собаки на пляже
416,416,8879.jpg,На солнце. Портрет Н.И.Репинойдочери художника,Илья Ефимович Репин,Женщина в белой шляпе с зонтиком
417,417,728445434.jpg,Автопортрет,Илья Ефимович Репин,Картина человека с бородой и костюмом
418,418,121643066.jpg,Торжественное заседание Государственного Совета 7 мая 1901 года в честь столетнего юбилея со дня его учреждения,Илья Ефимович Репин,"на картине большой группы людей, сидящих за столом."
419,419,244717407.jpg,Садко,Илья Ефимович Репин,рисунок мужчины и женщины в лесу с рыбой
420,420,901589965.jpg,Дуэль Онегина и Ленского,Илья Ефимович Репин,"рисунок человека в черном пальто и шляпе, бросающего фрисби"
421,421,199975585.jpg,Не ждали,Илья Ефимович Репин,рисовать мужчину в верхней шляпе и женщину в платье
422,422,348236083.jpg,Осенний букет. Портрет Веры Ильиничны Репинойдочери художника,Илья Ефимович Репин,Картина женщины в поле с букетом цветов
423,423,598229980.jpg,А. С. Пушкин на акте в Лицее 8 января 1815 года читает свою поэму Воспоминания в Царском селе,Илья Ефимович Репин,"на картине человека, стоящего перед толпой людей"
424,424,797439575.jpg,Манифестация. 17 октября 1905 года,Илья Ефимович Репин,Картина толпы людей с мужчиной на лошади
425,425,345269775.jpg,Запорожцы пишут письмо турецкому султану,Илья Ефимович Репин,"рисунок группы людей, подписывающих документ на картине"
426,426,266580200.jpg,Вечорници,Илья Ефимович Репин,"рисунок женщины в традиционном платье, стоящем в комнате с овцами"
427,427,752615356.jpg,Барышни среди стада коров,Илья Ефимович Репин,"рисунок группы людей, стоящих на поле с коровами"
428,428,117495727.jpg,Портрет графини Н. П. Головиной,Илья Ефимович Репин,"рисунок женщины в розовом платье, сидящей на стуле"
429,429,600289916.jpg,Бурлакиидущие вброд,Илья Ефимович Репин,"рисунок группы людей, идущих по пляжу рядом с лодкой"
430,430,746023559.jpg,Портрет писателя Ивана Сергеевича Тургенева ,Илья Ефимович Репин,"рисунок человека с белой бородой, сидящего в кресле"
431,431,214834594.jpg,Арест пропагандиста,Илья Ефимович Репин,"рисунок группы людей в комнате с человеком, который читает"
432,432,470733642.jpg,Яблоки и листья,Илья Ефимович Репин,рисунок яблок и листьев на столе с темным фоном
433,433,557608032.jpg,Портрет Леонида Андреева,Илья Ефимович Репин,"рисунок мужчины, сидящего на диване с котом"
434,434,823312377.jpg,Портрет Николая II,Илья Ефимович Репин,"рисунок человека в форме, стоящего перед столом"
435,435,537777709.jpg,Лучший друг человека ,Илья Ефимович Репин,Картина собаки на пляже с голубым небом на заднем плане
436,436,479412841.jpg,Давид и Голиаф,Илья Ефимович Репин,рисунок человека в доспехах с мечом и щитом
437,437,873245239.jpg,Михаил Глинка в период сочинения оперы «Руслан и Людмила»,Илья Ефимович Репин,"рисунок человека, сидящего на диване и читающего книгу"
438,438,575598144.jpg,Берег реки,Илья Ефимович Репин,рисунок реки с домом и деревьями на заднем плане
439,439,575.jpg,Лев Толстой с женой в Ясной Поляне,Илья Ефимович Репин,"рисунок мужчины и женщины, сидящего за столом с книгами"
440,440,983438110.jpg,Выбор царской невесты,Илья Ефимович Репин,Картина свадебной церемонии в церкви с невестой и женихом
441,441,434286499.jpg,Сходка ,Илья Ефимович Репин,"Картина группы людей, сидящих за столом со свечой"
442,442,730889892.jpg,Портрет Алеши Репина ,Илья Ефимович Репин,"рисунок человека, сидящего за столом со статуей позади него"
443,443,817324829.jpg,Отказ от исповеди ,Илья Ефимович Репин,"Картина двух мужчин, сидящих на кровати в темной комнате"
444,444,985772705.jpg,Приём волостных старшин Александром III во дворе Петровского дворца в Москве,Илья Ефимович Репин,Многие люди стоят в толпе вместе в здании.
445,445,819769287.jpg,Аллея в парке. Качановка,Илья Ефимович Репин,"рисунок человека, идущего по тропинке в лесу"
446,446,797741699.jpg,Букет цветов,Илья Ефимович Репин,рисование вазы цветов и фруктов на столе
447,447,476144409.jpg,На солнце. Портрет Н. И. Репиной,Илья Ефимович Репин,рисунок женщины в белом платье с зонтиком
448,448,817681884.jpg,Портрет баронессы В.И.Икскуль фон Гильденбандт,Илья Ефимович Репин,рисунок женщины в красной топке и черной юбке
449,449,917300415.jpg,Портрет Н. И. Репиной,Илья Ефимович Репин,"рисунок женщины, сидящей в кресле с миской с едой"
450,450,183743286.jpg,Воскрешение дочери Иаира 1,Илья Ефимович Репин,"рисунок мужчины, стоящего рядом с женщиной в постели"
451,451,770275878.jpg,Лошадь для сбора камней в Вёле,Илья Ефимович Репин,"Картина лошади, стоящей на пляже рядом с океаном"
452,452,942102050.jpg,Портрет Павла Третьякова,Илья Ефимович Репин,"рисунок человека с бородой, стоящего в комнате с картинами"
453,453,851107788.jpg,Блондинка ,Илья Ефимович Репин,"рисунок женщины, сидящей на диване с белым платьем"
454,454,492321777.jpg,Гопак,Илья Ефимович Репин,Картина человека в красном и золотом костюме держит меч.
455,455,479248046.jpg,Мужичок из робких,Илья Ефимович Репин,Картина человека с бородой и коричневым пальто
456,456,324038696.jpg,На дерновой скамье. Красное село,Илья Ефимович Репин,"рисунок группы людей, сидящих на скамейке в поле"
457,457,950836181.jpg,Николай Мирликийский избавляет от смертной казни трёх невинно осужденных,Илья Ефимович Репин,"рисунок человека, держащего меч перед человеком на пляже"
458,458,605.jpg,Парижское кафе,Илья Ефимович Репин,"рисунок мужчины и женщины в формальном одеянии, стоя перед толпой"
459,459,659698486.jpg,Лев Николаевич Толстойбосой,Илья Ефимович Репин,на картине человека с белой бородой и белой рубашкой.
460,460,700924682.jpg,Негритянка,Илья Ефимович Репин,"рисунок женщины, сидящей на красном диване с крюком"
461,461,677084350.jpg,Нищая . Вёль,Илья Ефимович Репин,"на картине молодой девушки, держащей корзину цветов"
462,462,608200073.jpg,Портрет артистки Беллы Горской,Илья Ефимович Репин,на картине женщины в белом платье и в черной шляпе.
463,463,326181030.jpg,Портрет композитора Александра Константиновича Глазунова ,Илья Ефимович Репин,портрет мужчины в черном пальто и белой рубашке
464,464,391577148.jpg,Казаки на Черном море,Илья Ефимович Репин,покраска лодки с людьми на ней в неровной воде
465,465,925512695.jpg,Отыди от меняСатана,Илья Ефимович Репин,"рисунок мужчины и женщины, стоящих перед огнем"
466,466,171.jpg,Бродяги ,Илья Ефимович Репин,"рисунок пары, сидящей на стене у воды"
467,467,135238647.jpg,Украинская хата,Илья Ефимович Репин,рисунок того дома с коровами на поле
468,468,714492797.jpg,Иди за мнойСатано ,Илья Ефимович Репин,"Картина человека, стоящего на холме с красным небом на заднем плане"
469,469,779779052.jpg,Портрет актерадраматурга и режиссера В. Д. Ратова ,Илья Ефимович Репин,рисунок мужчины с розовой рубашкой и сигаретой
470,470,279434204.jpg,Портрет матери художника Т. С. Репиной,Илья Ефимович Репин,рисунок женщины с черной шляпой и синей рубашкой
471,471,672470092.jpg,Абрамцево,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке в парке"
472,472,797576904.jpg,Белорус,Илья Ефимович Репин,Картина человека в зелёном пальто с бейсбольной битой
473,473,367407226.jpg,Проводы новобранца,Илья Ефимович Репин,рисунок мужчины и женщины с ребенком на лошади
474,474,109503173.jpg,Студент-нигилист,Илья Ефимович Репин,"рисунок человека, сидящего с руками на коленях."
475,475,876046752.jpg,Хирург Е. В. Павлов в операционном зале,Илья Ефимович Репин,"рисунок группы медсестер, готовящихся лечить пациента"
476,476,327.jpg,Дочь художникаТатьяна и её семья в интерьере,Илья Ефимович Репин,"рисунок женщины в красном платье, сидящей на диване"
477,477,975610351.jpg,Портрет композитора и ученого- химика Александра Порфирьевича Бородина,Илья Ефимович Репин,"Арафированная картина человека, стоящего перед колонной"
478,478,698452758.jpg,Поэт Афанасий Фет ,Илья Ефимович Репин,"рисунок человека с бородой, сидящего в кресле"
479,479,606881713.jpg,Вид села Варварина,Илья Ефимович Репин,покраска реки с церковью вдали
480,480,971820068.jpg,Плач пророка Иеремии на развалинах Иерусалима,Илья Ефимович Репин,"Картина человека, стоящего в разрушенном здании"
481,481,922930908.jpg,Христос с чашей,Илья Ефимович Репин,Иисус держит кекс и свечу в руке.
482,482,611.jpg,Эскиз казака из Запорожья ,Илья Ефимович Репин,рисунок человека с бородой и шляпой.
483,483,295941162.jpg,Итальянка,Илья Ефимович Репин,рисунок женщины в белом платье и розовое ожерелье
484,484,554641723.jpg,Портрет пианистки С. И. Ментер,Илья Ефимович Репин,"Женщина в белом платье, сидящая за пианино"
485,485,916476440.jpg,В осаждённой Москве в 1812 году,Илья Ефимович Репин,Картина человека на сцене с группой людей
486,486,685626220.jpg,Мальвы,Илья Ефимович Репин,живопись высокого растения с розовыми цветами в поле
487,487,460214233.jpg,Венчание Николая II и великой княжны Александры Фёдоровны,Илья Ефимович Репин,покрасить свадебную церемонию в большой комнате с большой толпой
488,488,990002441.jpg,Если всето не я,Илья Ефимович Репин,"рисунок группы людей, сидящих за столом"
489,489,519924926.jpg,Пикник,Илья Ефимович Репин,"рисунок группы людей, сидящих за столом в парке"
490,490,263284301.jpg,Портрет невропатолога и психиатра В. М. Бехтерева,Илья Ефимович Репин,"рисунок человека с бородой, сидящего в кресле"
491,491,997665405.jpg,Прием волостных старшин императором Александром III во дворе Петровского дворца в Москве,Илья Ефимович Репин,"рисунок толпы людей, собравшихся вокруг человека в военной форме"
492,492,727648925.jpg,Читающая девушка,Илья Ефимович Репин,"на картине женщины, читающей книгу на стуле"
493,493,443954467.jpg,Иди за мноюCатано,Илья Ефимович Репин,"рисунок женщины и мужчины, стоящих на скалистом пляже"
494,494,770578002.jpg,По следу,Илья Ефимович Репин,"рисунок человека, катающегося на лошади на поле с птицей, летающей над головой"
495,495,193823242.jpg,Портрет жительницы Чугуева С. Л. Любицкой,Илья Ефимович Репин,на картине женщины с цветком в волосах
496,496,635693359.jpg,Портрет пианистки М. К. Бенуа,Илья Ефимович Репин,"рисунок женщины в белом платье, сидящей за пианино"
497,497,382238769.jpg,Портрет С.Ю.Виттеминистра финансоввпоследствии председателя Кабинета министров,Илья Ефимович Репин,"рисунок человека в военной форме, сидящего за столом"
498,498,765524291.jpg,Летний пейзаж в Курской губернии,Илья Ефимович Репин,"рисунок человека, идущего по грунтовой дороге с собакой"
499,499,579498291.jpg,Портрет Надежды Борисовны Нордман- Северовой,Илья Ефимович Репин,рисунок женщины в красной шляпе и зелёной куртке
500,500,719766235.jpg,Приезд царей Иоанна и Петра Алексеевичей на Семеновский потешный двор в сопровождении свиты,Илья Ефимович Репин,"рисунок мужчины, пожимающего руки с женщиной в платье"
501,501,803234863.jpg,Виктор Михайлович Васнецов,Илья Ефимович Репин,Картина человека с синей шляпой и чёрным пальто.
502,502,882391357.jpg,Голгофа ,Илья Ефимович Репин,"рисунок группы людей, стоящих на вершине холма"
503,503,421322631.jpg,Портрет императора Николая II на крыльце,Илья Ефимович Репин,"рисунок человека в форме, стоящего перед зданием"
504,504,959735107.jpg,Портрет композитора Н. А. Римского-Корсакова,Илья Ефимович Репин,Арабы сидят на диване с тростью и зелёным луком.
505,505,266690063.jpg,Портрет художника Ивана Павловича Похитонова,Илья Ефимович Репин,Картина человека с бородой и черной курткой
506,506,902.jpg,Лев Толстой за работой,Илья Ефимович Репин,"рисунок человека, сидящего за столом с книгой и ручкой"
507,507,277731323.jpg,Автопортрет,Илья Ефимович Репин,"рисунок мужчины, сидящего за столом с котом."
508,508,216345214.jpg,Иуда,Илья Ефимович Репин,рисунок человека с черной шляпой и черным пальто
509,509,901974487.jpg,Портрет княгини М. К. Тенишевой,Илья Ефимович Репин,"рисунок женщины в зелёном платье, стоящей рядом с стулом."
510,510,111068725.jpg,Портрет М. Ф. Андреевой,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке в шляпе"
511,511,791369628.jpg,Портрет В.Д.Поленова ,Илья Ефимович Репин,Арафированный портрет человека с бородой и чёрным пальто
512,512,678814697.jpg,Протодиакон,Илья Ефимович Репин,рисунок бородатого человека с тростью и книгой
513,513,186462402.jpg,Садко в подводном царстве,Илья Ефимович Репин,"рисунок женщины, сидящей на скале с гитарой"
514,514,410968017.jpg,Иди за мнойСатано,Илья Ефимович Репин,"рисунок человека, стоящего на холме с красным зонтиком"
515,515,160260009.jpg,Иов и его друзья,Илья Ефимович Репин,"рисунок группы людей, сидящих на холме"
516,516,667691040.jpg,Пейзаж под Чугуевом,Илья Ефимович Репин,рисунок ландшафта с рекой и несколькими деревьями
517,517,763107299.jpg,Портрет актрисы Любови Николаевны Сазоновой- Шуваловой,Илья Ефимович Репин,"рисунок женщины, сидящей на стуле с ожерельем на шее"
518,518,646762084.jpg,Портрет Д. И. Менделеева в мантии профессора Эдинбургского университета,Илья Ефимович Репин,Картина человека с длинной бородой и красной рубашкой
519,519,807656860.jpg,Портрет пианистадирижера и композитора А.Г.Рубинштейна ,Илья Ефимович Репин,Картина мужчины в костюме и бабочках
520,520,556536865.jpg,Портрет Яницкой,Илья Ефимович Репин,нарисованную женщиной в синем платье.
521,521,998406982.jpg,Продавец новостей в Париже,Илья Ефимович Репин,"рисунок мужчины, подавшего женщине торт в переполненном парке"
522,522,93149.jpg,Встреча Данте и Беатриче,Илья Ефимович Репин,"рисунок женщины, которая стоит на мосту с мужчиной рядом с ней"
523,523,236560058.jpg,В. А. Репина,Илья Ефимович Репин,портрет женщины в черном платье с белым ошейником
524,524,283389282.jpg,Горбун,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке с тростью"
525,525,154519653.jpg,Лев Николаевич Толстой на отдыхе в лесу,Илья Ефимович Репин,"рисунок человека, читающего книгу в лесу"
526,526,323379516.jpg,Портрет военного инженера А.И.Дельвига,Илья Ефимович Репин,"Арафированный портрет человека в военной форме, сидящего на стуле"
527,527,677221679.jpg,Портрет отца художника Е. В. Репина,Илья Ефимович Репин,Картина человека с бородой и книгой
528,528,667.jpg,МужчинавозможноИван Георгиевич Дроздов ,Илья Ефимович Репин,"рисунок мужчины в костюме и галстуке, стоящих перед красным занавесом"
529,529,318298339.jpg,Арест пропагандиста,Илья Ефимович Репин,"рисунок человека, стоящего перед толпой людей"
530,530,676727294.jpg,Император Александр I и император Наполеон на охоте,Илья Ефимович Репин,"рисунок группы мужчин в военной форме, стоящих на стене"
531,531,266662597.jpg,На Дворцовой площади в Петербурге,Илья Ефимович Репин,рисунок городской сцены с часовой башней на заднем плане
532,532,926254272.jpg,Портрет Нади Репиной,Илья Ефимович Репин,"рисовать маленькую девочку в розовом платье, сидящем на кровати"
533,533,402838134.jpg,Автопортрет 2,Илья Ефимович Репин,Картина человека с усами и зелёной курткой
534,534,246777343.jpg,Академический сторож Ефимов. Около,Илья Ефимович Репин,Картина человека с бородой и синей рубашкой
535,535,122851562.jpg,В избе,Илья Ефимович Репин,"рисунок женщины, сидящей за столом в комнате"
536,536,669833374.jpg,Дон Жуан и донна Анна,Илья Ефимович Репин,"рисунок пары, сидящей на скамейке в парке"
537,537,803894042.jpg,Приготовление к экзамену,Илья Ефимович Репин,"рисунок мужчины, сидящего за столом с котом на полу"
538,538,991046142.jpg,А. С. Пушкин на акте в Лицее 8 января 1815 года,Илья Ефимович Репин,"рисунок женщины в черном платье и белых колготках, стоящих перед толпой"
539,539,790573120.jpg,Бельгийский король Альберт I в момент взрыва плотины во время Первой мировой войны,Илья Ефимович Репин,"рисунок человека в форме, ездящего на лошади с лошадью"
540,540,134304809.jpg,Иисус в терновом венце,Илья Ефимович Репин,рисунок человека с короной и мечом в руке
541,541,509625244.jpg,Крестный ход в дубовом лесу. Явленная икона,Илья Ефимович Репин,"рисунок толпы людей, стоящих вокруг человека в желтом пальто"
542,542,547116088.jpg,Молодой мужчина в военной форме,Илья Ефимович Репин,рисунок человека в военной форме с мечом
543,543,110025024.jpg,Монахиня,Илья Ефимович Репин,рисунок женщины в черном платье с ножом
544,544,263970947.jpg,На диване,Илья Ефимович Репин,"рисунок женщины в розовом платье, лежащем на диване"
545,545,114392089.jpg,Портрет Владимира Стасова ,Илья Ефимович Репин,рисунок человека с длинной бородой и белой бородой
546,546,288415527.jpg,Портрет Л. П. Штейнгель,Илья Ефимович Репин,Женщина в белом платье с розой в руке.
547,547,346093750.jpg,Портрет Наталии Борисовны Нордман,Илья Ефимович Репин,"рисунок женщины в фиолетовом платье и шляпе, держащей чемодан."
548,548,766238403.jpg,Портрет художника А. И. Куинджи,Илья Ефимович Репин,"рисунок человека с бородой, сидящего в кресле"
549,549,561370849.jpg,Рождество Христово,Илья Ефимович Репин,"рисунок женщины, держащей ребенка в яслях"
550,550,726824951.jpg,Тайный советник,Илья Ефимович Репин,рисунок мужчины в черном костюме сидящего в стуле
551,551,329724121.jpg,Христос в Гефсиманском саду. Конец -х,Илья Ефимович Репин,"рисунок женщины, держащей факел в темном лесу"
552,552,2970.jpg,Портрет отца Иоанна Цветкова,Илья Ефимович Репин,рисунок человека с белой бородой и золотым халатом
553,553,687796020.jpg,Актриса Пелагея Антиповна Стрепетова ,Илья Ефимович Репин,на картине женщины с длинными волосами и черным платьем.
554,554,923013305.jpg,Березы. Солнечный день,Илья Ефимович Репин,рисунок дерева и путь в поле
555,555,656375122.jpg,Годовой поминальный митинг у Стены коммунаров на кладбище Пер-Лашез в Париже,Илья Ефимович Репин,рисунок толпы людей с зонтиками и флагами
556,556,390368652.jpg,На террасе,Илья Ефимович Репин,"Картина группы людей, сидящих на крыльце"
557,557,588314819.jpg,Портрет пианистки графини Луизы Мерси д’Аржанто,Илья Ефимович Репин,"рисунок женщины, лежащей на диване с подушкой"
558,558,367874145.jpg,Портрет председателя Азовско -Донского коммерческого банка в Петербурге А. Б. Нентцеля,Илья Ефимович Репин,арафированный мужчина сидит в кресле с тростью и бородой
559,559,120297241.jpg,Адмиралтейство,Илья Ефимович Репин,рисунок с видом на город с рекой и мостом
560,560,469744873.jpg,Взятие Христа стражею,Илья Ефимович Репин,"рисунок человека, который держит огонь с кучей людей вокруг него"
561,561,197064208.jpg,Девочка с букетом ,Илья Ефимович Репин,рисовать маленькую девочку в белом платье и шляпе с букетом
562,562,188165283.jpg,Женщина с кинжалом,Илья Ефимович Репин,рисунок женщины в белом платье с шляпой
563,563,537338256.jpg,Мужик с дурным глазом,Илья Ефимович Репин,Картина человека с длинной бородой и синей курткой
564,564,602102661.jpg,Мужская голова,Илья Ефимович Репин,Картина человека с бородой и черной рубашкой
565,565,393884277.jpg,Граф Алексей Константинович Толстой ,Илья Ефимович Репин,"рисунок человека с бородой, сидящего в кресле"
566,566,438790893.jpg,Портрет Владимира Васильевича Стасова,Илья Ефимович Репин,Картина человека с длинной бородой и шляпой.
567,567,810623168.jpg,Семейный портрет Деларовых,Илья Ефимович Репин,"рисунок мужчины и женщины, сидящей на стуле с ребенком"
568,568,581393432.jpg,Славянские композиторы ,Илья Ефимович Репин,"рисунок группы мужчин, стоящих в комнате с пианино"
569,569,375.jpg,Эдуард Францович Направник и Бедржих Сметана ,Илья Ефимович Репин,"рисунок группы мужчин, сидящих за столом с книгой"
570,570,638055419.jpg,Автопортрет,Илья Ефимович Репин,"рисунок человека, сидящего в кресле с усами"
571,571,810348510.jpg,Голова горбуна,Илья Ефимович Репин,Картина человека с бородой и шарфом
572,572,160809326.jpg,Дуэль,Илья Ефимович Репин,"рисунок группы мужчин, стоящих на поле с собакой"
573,573,721276855.jpg,Иван Грозный и сын его Иван. 1883,Илья Ефимович Репин,"рисунок человека, склонившегося на колени над мертвым животным в комнате"
574,574,497622680.jpg,Кочегар,Илья Ефимович Репин,Картина человека с бородой и без рубашки.
575,575,470788574.jpg,Купец Калашников,Илья Ефимович Репин,"рисунок мужчины и женщины, идущей по снегу"
576,576,962234497.jpg,На Академической даче,Илья Ефимович Репин,Картина группы людей в парке с лифтом
577,577,363067626.jpg,Портрет В.Г. Черткова,Илья Ефимович Репин,на картине человека с бородой и белым ошейником.
578,578,240817260.jpg,Портрет композитора П. И. Бларамберга,Илья Ефимович Репин,"рисунок человека, сидящего за столом с книгой"
579,579,967370605.jpg,Портрет писательницы Т. Л. Щепкиной-Куперник,Илья Ефимович Репин,рисунок женщины в меховом пальто с котом
580,580,538711547.jpg,Портрет писателя А.Ф.Писемского,Илья Ефимович Репин,рисунок человека с тростью и курткой из костюма
581,581,334667968.jpg,Портрет поэта С. М. Городецкого с женой,Илья Ефимович Репин,"рисунок женщины, сидящей на диване с мужчиной за ней"
582,582,161276245.jpg,Портрет С. Ф. Мамонтовой,Илья Ефимович Репин,"рисунок женщины, сидящей на скамейке перед цветочным садом"
583,583,239553833.jpg,Речь Его императорского Величества 18 мая 1896 года,Илья Ефимович Репин,"рисунок пары в формальной одежде, стоящей перед толпой"
584,584,294018554.jpg,Христос,Илья Ефимович Репин,Картина человека с бородой и красным халатом
585,585,129058837.jpg,Возвращение с войны,Илья Ефимович Репин,"рисунок группы людей, сидящих за столом в комнате"
586,586,706115722.jpg,Голова индийской красавицы,Илья Ефимович Репин,рисунок женщины с цветком в волосах
587,587,935317993.jpg,Два украинских крестьянина,Илья Ефимович Репин,рисунок двух мужчин с бородой и камерой в руках
588,588,887500000.jpg,Женский портрет ,Илья Ефимович Репин,"рисунок женщины в зелёном платье, сидящей на стуле"
589,589,826580810.jpg,Запорожец,Илья Ефимович Репин,Картина человека в синем костюме с мечом
590,590,161056518.jpg,Кузьма Минин,Илья Ефимович Репин,"рисунок толпы людей, стоящих вокруг церкви"
591,591,533630371.jpg,Под конвоем. По грязной дороге,Илья Ефимович Репин,"рисунок человека, который водит карету, вытаскиваемую лошадьми по грунтовой дороге"
592,592,742233276.jpg,Портрет А. П. Игнатьева. 1902,Илья Ефимович Репин,рисунок мужчины в костюме сидящего за столом
